,Age,Income,Children,Outage_sec_perweek,MonthlyCharge,Bandwidth_GB_Year,Tenure,Techie_Yes,Phone_Yes,Multiple_Yes,StreamingTV_Yes
1584,46,13862.09,5,12.55644716,169.944668,966.6292325,5.970269701,0,1,1,1
1585,23,23946.97,5,11.43130499,217.47019500000002,1233.819233,7.208423897,0,1,1,0
1586,67,14236.42,4,3.2581523139999997,124.99353700000002,351.73145389999996,2.593102097,0,1,1,0
1587,75,79322.08,0,8.127926453999999,184.993915,819.3644961,5.105265612,1,1,1,0
1588,56,55160.57,2,12.621855499999999,172.462354,760.1061976,5.110208414,0,1,1,1
1589,60,19676.77,3,2.7371921439999998,242.65729100000001,1043.299446,2.840343779,0,1,1,1
1590,63,37639.9,1,10.93132736,112.455141,667.4764252,8.344516765,1,1,0,0
1591,32,34871.44,0,10.57898048,127.44206899999999,1313.42902,7.363761345,0,1,0,0
1592,87,8543.01,1,14.08561195,194.98820800000001,1204.745285,11.07800251,0,1,1,0
1593,67,80127.15,2,7.583881177,152.466002,1630.52375,16.52190477,0,1,0,1
1594,66,30976.34,4,3.500092565,182.465269,515.5449981,1.7384866819999998,0,0,1,0
1595,75,45412.84,3,11.07379392,172.45785700000002,1090.460081,8.659495781,0,1,0,1
1596,88,42526.92,4,10.6510171,139.97923899999998,1465.984907,13.99605863,0,1,0,0
1597,64,9041.08,4,8.877390965,194.976769,1018.373473,6.605815722000001,0,1,1,1
1598,87,46714.82,1,10.64177468,117.46859099999999,962.0380085,5.78844751,0,1,0,0
1599,55,9703.25,1,6.863563999,144.960655,426.0222677,3.195246168,1,1,1,0
1600,49,21409.33,1,10.89909265,137.469817,1737.8736210000002,14.87053577,0,1,1,0
1601,51,34722.76,3,9.013658897000001,182.460772,1039.74162,7.521160625,0,1,0,0
1602,45,24686.12,7,7.163430764,197.472533,1454.3605710000002,3.845852341,0,1,1,1
1603,75,4813.52,3,10.50347629,157.469817,306.06642810000005,2.7316063930000003,0,1,1,0
1604,83,30334.52,0,14.89095018,162.493654,636.8514545,3.954689282,0,1,0,0
1605,43,15660.93,4,5.34790696,179.96558100000001,1440.784345,13.77689046,0,1,1,0
1606,82,47169.83,1,10.33803214,222.62805699999998,1274.602374,3.700907475,1,1,0,1
1607,48,73601.3,1,10.43623772,149.99153,749.2520943,5.638280421,0,1,0,0
1608,72,15728.61,3,7.738684002,139.965008,1647.3822300000002,10.87372395,0,1,0,0
1609,79,20802.1,2,10.84469394,262.610632,1503.937766,11.21152941,0,1,1,1
1610,29,18570.48,0,11.30937212,172.45674499999998,901.8793581,2.294386519,1,1,1,0
1611,23,61106.43,0,9.39206185,104.962874,691.4493988,4.448210386,0,1,0,1
1612,49,65891.79,2,5.259228749,245.128318,1608.8520449999999,4.7530207739999994,0,1,1,1
1613,45,59532.0,1,12.54222267,212.622804,2867.2260100000003,21.20445421,0,1,0,1
1614,38,30756.94,2,5.149963811,184.97845800000002,1265.78479,9.217596711,1,0,0,0
1615,25,63134.48,1,12.73517485,137.439154,952.3729916000001,7.336939062000001,0,0,0,1
1616,42,18470.04,0,6.683151371,202.443347,2154.2988379999997,21.04742054,0,1,1,0
1617,66,23711.3,1,17.11399723,255.11979399999998,1435.783347,5.136076177,0,1,1,1
1618,51,16425.42,3,5.55213244,152.51044199999998,1784.584135,11.80801038,1,1,1,0
1619,75,25044.85,2,9.368606843,242.62805699999998,785.5416602999999,1.5486000480000002,0,1,0,1
1620,35,46120.62,3,11.33498823,220.132293,1014.075999,3.5085528860000004,0,1,0,1
1621,47,80667.11,2,8.78020639,160.01224,1331.25339,11.30820237,0,1,1,0
1622,39,14970.89,3,14.75151191,149.974105,2283.190011,18.36209103,0,1,1,0
1623,71,24059.17,10,8.560005549,230.105118,1040.342682,3.105986433,0,1,0,1
1624,58,13157.91,1,10.58651971,162.493654,1385.152156,11.71117991,0,1,0,0
1625,71,82960.42,5,9.885701354,95.005709,618.4967851,4.589210527,1,1,0,0
1626,24,118120.16,4,12.61644158,197.470195,2054.101088,11.58448327,1,1,1,0
1627,43,3949.33,2,13.98169147,82.49654699999999,631.4316327,5.810822315,1,1,0,0
1628,41,20881.22,1,6.312280543,172.462354,933.4257317,7.00096668,0,1,1,1
1629,29,9514.35,2,6.977990294,127.474951,772.3133729,4.882004458,0,1,0,0
1630,77,26268.58,0,9.903990927,167.484705,1828.0570469999998,12.27728241,0,0,0,1
1631,52,21000.61,2,8.901128259,184.97151599999998,1123.759368,8.284579203,0,1,1,1
1632,82,45664.79,1,11.53924648,172.45551899999998,464.47484180000004,1.609325308,1,0,0,0
1633,84,79393.63,10,9.403210739,202.649979,1417.801952,2.3765092230000002,0,1,0,1
1634,66,116572.8,0,8.92613185,149.948316,1146.616856,11.67107144,0,1,0,1
1635,42,27380.15,1,12.84779981,200.165175,2692.885423,25.55038197,0,1,0,1
1636,67,78177.94,0,12.15570061,184.963371,2217.7348469999997,16.72537387,0,1,1,1
1637,28,79775.67,1,8.730183974,127.460067,1262.531104,6.955766017,0,1,0,0
1638,40,100437.39,1,13.47526316,137.439154,1919.4903969999998,20.31446952,0,1,0,1
1639,75,9267.97,1,13.55747919,232.63780699999998,1970.26742,12.17994263,0,0,1,1
1640,72,47502.66,4,11.73060772,202.636202,1279.856552,3.453443904,0,1,0,1
1641,73,94903.08,1,9.927146707,157.469817,1299.5973,14.52416667,0,1,1,0
1642,59,83382.41,2,15.04128691,182.460772,781.9302227000001,5.070551439,0,0,0,0
1643,73,11464.33,3,9.142773531,215.159141,2056.185889,12.30462572,1,1,0,1
1644,41,52050.69,2,11.79444395,275.133571,1615.418802,10.01241216,0,1,1,1
1645,88,29720.95,4,14.03281402,142.49926299999998,840.5098283,4.261408572,0,1,0,1
1646,35,30106.96,0,8.653938933,204.963371,2118.488416,19.28013343,0,1,1,1
1647,18,61967.75,0,12.35416052,214.952509,1328.734281,9.958831629,0,1,1,0
1648,63,18571.0,1,8.044259405,204.963371,782.9998382,4.300271811,0,1,1,1
1649,82,51397.01,8,9.306477855,220.11486800000003,1540.140383,5.045543619,0,1,1,1
1650,66,117333.44,3,12.02079888,169.992756,785.4118808,7.1824413289999995,1,1,1,0
1651,86,11999.43,1,8.301200913999999,172.50340400000002,1136.5565199999999,11.07083425,0,0,1,0
1652,20,30088.13,2,11.71398312,192.44043200000002,933.8036457000001,4.5093299589999996,0,1,1,1
1653,76,34415.0,1,10.9085806,210.138,673.9015902000001,2.1624779419999998,0,1,0,1
1654,29,82080.92,2,10.04784815,200.132293,2271.84102,14.522236300000001,0,1,0,1
1655,23,102905.68,1,8.034185681,124.97808,316.7739538,1.424712099,0,1,0,0
1656,55,16337.64,2,2.292587755,184.96103300000001,1088.89675,1.849371568,0,1,1,0
1657,57,6959.92,2,13.03933816,112.484375,640.9334119,6.526670837,0,1,1,0
1658,30,106581.92,0,9.999338434,162.471255,1845.259523,18.29218438,0,1,0,1
1659,56,35504.27,1,9.588349767,114.950905,1420.927135,11.06628519,0,1,0,0
1660,83,1277.42,4,9.96958238,152.488401,1312.700259,11.82576277,0,1,0,0
1661,39,15045.78,0,7.560275882999999,230.105118,1632.365102,12.23362353,0,1,0,1
1662,52,78085.72,4,7.372127002,127.473844,913.9152885999999,2.552193205,0,1,0,0
1663,35,44287.84,0,9.032429129,194.95811799999998,2273.7819649999997,21.87100089,0,1,1,1
1664,54,44057.85,1,6.6661417620000005,242.62805699999998,1185.892988,6.5443199,0,1,0,1
1665,49,25048.77,2,12.2507651,242.61427999999998,1890.640168,14.98166868,0,1,0,1
1666,87,56537.88,0,11.51744058,127.44206899999999,1659.769248,13.79138076,0,1,0,0
1667,20,21058.64,0,12.92843595,147.50307800000002,1143.017435,8.734707597,0,0,1,0
1668,88,63304.25,5,12.35525457,149.991327,855.9394589999999,5.260793737,1,1,1,1
1669,38,37130.15,1,11.54247891,130.00641399999998,780.2278932,3.810228199,0,1,0,0
1670,43,38369.68,3,6.8320603989999995,175.004777,1593.466069,11.72200614,0,0,1,1
1671,34,20283.95,3,14.4845473,117.46859099999999,1071.920592,4.304076015,1,1,0,0
1672,44,23703.95,1,6.159072244,152.495236,644.1045211,3.060553536,0,1,1,1
1673,70,47658.67,1,13.03330701,194.98820800000001,971.7404705,6.549842666,1,1,1,0
1674,49,49750.1,1,13.78711309,147.442069,1039.67302,9.373705128,0,1,0,0
1675,72,31203.12,2,13.22904885,275.133571,1381.481321,8.397776839,0,1,1,1
1676,41,33458.05,3,10.38784781,162.468917,522.4564791,1.019306038,0,1,0,0
1677,54,20719.7,0,13.34762525,162.497044,1284.691556,6.864219377,0,1,1,0
1678,49,39225.15,0,9.296558028,179.96558100000001,703.8007763999999,6.525380768,0,0,1,0
1679,77,32659.08,2,6.736876666000001,182.446995,1544.501137,16.08388872,1,1,0,0
1680,35,13870.96,1,8.792014962,245.145743,1896.1065600000002,12.95969924,0,1,0,1
1681,34,21101.14,8,8.190421561,232.65203799999998,1991.1879969999998,12.18544178,0,1,1,1
1682,43,49065.88,2,5.271292905,245.128318,2081.7523850000002,10.85865384,0,1,1,1
1683,59,18081.88,2,7.0338491770000005,277.651257,2115.8797440000003,15.34839938,0,1,1,1
1684,58,45101.92,1,3.423741645,142.500692,1357.285615,7.355635727999999,0,1,0,0
1685,75,30450.19,3,13.24531173,152.45785700000002,1308.999159,5.705926395,0,1,0,1
1686,63,54750.08,4,9.892901128,267.664655,1319.229599,6.70301496,0,1,1,1
1687,57,24095.07,0,8.278493187,227.475448,991.3985733999999,7.367492072,0,1,1,0
1688,63,53817.02,1,13.34913229,147.442069,310.15857719999997,1.0306305740000001,0,1,0,0
1689,42,20733.74,0,7.83125489,149.944668,1254.943448,6.735271694,0,1,1,1
1690,37,36790.23,7,10.45355154,220.132293,1411.150345,7.506056361000001,0,1,0,1
1691,60,35949.37,4,5.80921457,139.98300600000002,2446.475453,20.51922799,0,1,0,0
1692,38,73242.41,4,11.41757633,139.9678,1262.985557,9.320973583999999,0,1,0,1
1693,50,12802.32,4,7.819201487000001,140.00128,1365.994148,7.387393996,0,1,1,0
1694,85,20555.47,8,8.088434368,144.960655,916.7201648,8.758613325,0,1,1,0
1695,18,60956.22,0,11.05788928,149.959755,933.01364,6.289468375,1,1,0,0
1696,37,27149.34,0,10.11721314,194.976769,609.6168115,2.6139203980000003,0,1,1,1
1697,37,19533.5,1,11.64173568,164.98529299999998,1882.951404,11.29271486,0,1,1,1
1698,74,102080.72,4,10.14600151,152.51044199999998,1638.383088,11.57257501,1,1,1,0
1699,76,30434.99,8,11.30992672,127.49576599999999,1630.020341,15.02077659,0,1,0,0
1700,62,10852.14,1,6.2367487960000005,172.470522,1887.6996969999998,14.28406007,0,1,1,0
1701,42,52352.24,3,7.219910689,194.974431,897.6280912000001,4.7599389080000005,0,1,1,0
1702,81,57874.62,3,8.759756787,124.97808,297.4433143,2.758173633,0,1,0,0
1703,80,54587.66,3,14.60495207,242.61063199999998,1683.0783440000002,7.4414321029999995,0,1,1,1
1704,50,14053.15,0,14.17602329,199.990219,1806.970628,10.06145053,1,1,1,1
1705,21,51419.56,2,8.11725589,184.967019,1873.00718,16.37219797,0,1,0,1
1706,41,20917.65,0,12.39190153,147.442069,444.04749189999995,2.1600668819999997,1,1,0,0
1707,71,48597.98,4,10.84404672,255.141716,859.0587897,1.871917709,1,1,1,1
1708,45,34497.95,3,7.5830708929999995,159.947583,2122.146303,16.75283806,0,1,1,0
1709,46,19080.13,2,11.02448303,210.105118,2734.3843920000004,20.16532013,0,1,0,1
1710,58,21210.4,0,8.510124671,164.97151599999998,1412.478266,7.7532711679999995,0,1,1,1
1711,87,22484.19,0,14.507782800000001,127.511223,408.200312,3.6633162360000004,0,1,1,0
1712,18,38028.33,1,7.823397558,152.466002,1344.718981,11.4488726,0,1,0,1
1713,50,29940.45,0,7.065505358999999,169.944668,991.7932314,8.315973557000001,0,1,1,1
1714,31,104519.8,6,6.8360412329999996,139.99788999999998,698.1794441000001,1.515290738,0,1,0,0
1715,27,84597.17,3,8.407938599,182.460772,1266.19109,9.324505434,1,1,0,0
1716,44,29579.69,1,4.708283677,202.443347,1204.3927199999998,10.16298067,0,1,1,0
1717,45,69222.79,3,15.42891992,232.62402999999998,1607.735971,6.215774391,0,1,1,1
1718,33,76046.62,1,9.004832636,134.98013899999998,548.9193644999999,2.667736094,1,1,1,0
1719,36,29759.61,0,6.802850752,154.975543,1827.283455,10.68004106,0,1,0,1
1720,47,73746.35,3,15.0321318,182.460772,1103.011016,8.133269102,0,1,0,0
1721,56,54109.79,0,7.276553998,204.963371,616.51937,1.7898306130000001,0,0,1,1
1722,81,34414.89,2,10.5336786,220.161527,838.173682,2.699998442,0,1,1,1
1723,26,5920.06,4,12.56737024,222.665436,1024.224748,2.661310881,0,1,1,1
1724,33,46973.08,3,10.99110627,154.975543,2947.224753,23.10105854,1,1,0,1
1725,47,165151.02,0,11.17549194,127.44206899999999,1174.414663,6.2673839010000005,1,1,0,0
1726,61,5875.01,2,11.36888104,142.452604,1408.424309,6.856207666,0,0,0,1
1727,80,84805.71,1,14.21094097,149.96209299999998,1333.444788,13.72354614,0,1,0,1
1728,75,14289.15,1,10.14631572,194.95811799999998,2419.797484,24.3036064,0,1,1,1
1729,78,2488.36,0,7.446156322,154.991856,1135.519834,6.0276480470000005,0,1,0,0
1730,75,10494.28,1,10.7481104,149.97071499999998,980.0465426000001,9.490754438,0,1,0,0
1731,58,15537.16,0,11.6424418,245.128318,1925.3410609999999,9.727109482000001,0,1,1,1
1732,46,40743.83,0,12.81300692,182.45383,1914.400241,19.93726012,0,1,1,1
1733,28,63963.83,4,6.784802038,144.960655,481.3363041999999,1.6628262459999998,0,1,1,0
1734,43,78249.99,0,6.462473731,220.161527,1321.712528,8.406444381,0,1,1,1
1735,66,43551.35,1,9.082948983,172.470522,901.2877149,2.405574983,0,1,1,0
1736,84,48376.42,1,8.55142407,255.11979399999998,2158.3324789999997,14.10031907,1,1,1,1
1737,69,57730.91,1,8.943037777,92.455141,720.6019295,4.186523762,0,1,0,0
1738,20,30861.42,3,6.3246769,107.48056000000001,1727.7031670000001,14.93006551,0,1,0,1
1739,35,51510.02,2,12.55061484,235.159141,2196.151925,17.34018575,0,1,0,1
1740,88,7833.53,1,11.14280011,252.63780699999998,1207.144714,7.858862202,0,1,1,1
1741,71,29709.19,0,10.58657312,152.45551899999998,1364.133317,8.482460246,0,1,0,0
1742,86,37041.5,4,7.1113897,162.460772,1461.63461,7.644184482999999,0,1,0,0
1743,24,11638.79,4,10.41978703,92.455141,1750.284767,13.82541752,1,1,0,0
1744,76,8523.51,3,11.72281518,159.965008,884.3816817,7.772523197000001,0,1,0,0
1745,33,108059.11,5,11.31837362,204.963371,2729.316361,24.77634001,0,1,1,1
1746,79,56096.93,0,12.55721923,190.173699,1606.8472279999999,13.28713487,0,1,0,1
1747,76,73422.83,1,10.25266403,175.02109,862.0866469,6.403155881,0,1,1,0
1748,24,66702.94,0,12.9605554,242.65729100000001,2072.5611089999998,15.08846657,1,1,1,1
1749,77,37670.96,1,7.789802026,202.636202,1608.002659,8.785452901000001,0,1,0,1
1750,62,79432.6,1,9.985414526,187.642236,1054.5141039999999,6.820250541,1,0,0,1
1751,21,21786.91,0,9.777239043,290.160419,1150.574869,3.319853958,0,0,1,1
1752,39,52189.94,2,12.84477246,164.97845800000002,2137.666732,13.84769517,1,1,0,0
1753,23,44610.48,4,8.965640601,194.969934,1956.469091,16.15614223,1,1,0,0
1754,87,53591.84,3,7.587447184,242.61063199999998,1647.423104,7.860641328,0,1,1,1
1755,27,43976.9,0,12.57357797,124.964303,715.1931007000001,6.805071944,0,1,0,0
1756,60,19990.22,0,4.843884364,222.660939,1235.453213,7.712199324,0,1,0,1
1757,80,39181.25,3,10.38437058,137.46838799999998,700.0279563999999,5.402712746000001,0,1,1,1
1758,56,25777.88,1,14.67675595,232.64145499999998,769.7818683999999,2.066037377,0,1,0,1
1759,20,59418.66,2,9.8699522,154.991856,1283.103476,3.7523543760000004,0,1,0,0
1760,39,38306.27,1,16.75470959,194.966286,1897.050575,11.32652677,0,1,1,0
1761,30,34393.76,3,8.763640466,232.622804,2299.047664,17.96501147,0,0,0,1
1762,47,37526.82,3,12.1859369,257.684139,1018.848617,1.051188042,0,1,1,1
1763,35,3050.98,6,8.242312444,162.452604,1712.040252,13.63916478,0,1,0,1
1764,66,6284.19,2,9.217002771,92.455141,1777.880577,16.64092048,0,1,0,0
1765,76,53247.58,2,9.75859429,184.96103300000001,871.6644441999999,1.042724425,0,1,1,0
1766,70,25019.9,2,11.34236064,172.462354,1782.747566,17.1001258,0,1,1,1
1767,44,16301.48,0,9.415068375,112.455141,242.9947554,2.779431223,0,1,0,0
1768,73,12134.83,3,10.65731963,149.99153,1505.903299,15.12166154,0,1,0,0
1769,72,32396.94,0,7.011648779,162.468917,380.7222437,2.661325529,0,1,0,0
1770,42,88000.08,1,8.349506731,127.473844,1064.629876,5.118556082,0,1,0,0
1771,58,18406.73,0,9.299310376000001,127.458638,850.5053759,7.2170413270000005,0,1,0,1
1772,68,7655.2,1,12.84944852,240.11486800000003,764.3624669,2.693860703,0,1,1,1
1773,19,32102.68,8,5.430446292999999,162.500489,1228.537824,6.441555523,0,1,1,1
1774,79,49545.55,1,11.15775194,184.967019,1197.086571,10.2452503,0,1,0,1
1775,54,77423.32,5,8.127707725,242.632554,1984.6682879999998,15.18036042,1,1,1,1
1776,19,27690.11,3,9.910027332,232.62402999999998,2954.525101,21.61213506,0,1,1,1
1777,46,27219.87,2,13.29565706,149.97071499999998,703.2651222999999,4.576705489,0,1,0,0
1778,63,21739.61,0,14.05990229,255.133571,1745.4310510000003,8.661116617000001,0,1,1,1
1779,85,32951.46,0,17.60288873,202.649979,2900.1018710000003,23.68987753,1,0,0,1
1780,64,19832.1,1,15.36169948,287.642733,1572.393016,10.73057042,0,0,1,1
1781,21,8979.6,1,10.89022868,144.960655,968.8971697000001,9.46447702,1,1,1,0
1782,18,47618.81,7,12.65695134,129.977753,1239.519501,4.106981469,0,1,0,0
1783,83,40031.03,4,14.74975124,117.483475,479.0156739,2.851017432,0,1,0,0
1784,33,74023.61,9,6.823241689,152.479779,1257.485285,6.418130939,0,1,0,1
1785,58,9134.48,1,11.20443812,230.134352,2109.348841,17.56134872,0,1,1,1
1786,24,22354.1,1,9.386659049,232.670689,1332.641107,7.351090778,0,1,1,1
1787,88,12146.64,1,8.244134358,124.964303,386.8447822,5.867164261,0,0,0,0
1788,40,3730.38,1,10.73059843,247.66465499999998,1338.247732,2.0954882130000003,0,0,1,1
1789,26,56143.59,0,7.415363166000001,159.951231,509.6727126,3.3122630639999997,0,1,0,0
1790,70,22812.0,1,8.735591454,207.638588,1044.435554,6.766267697000001,0,0,1,1
1791,21,12908.78,2,7.781912069,247.66465499999998,1467.981883,2.542844079,0,1,1,1
1792,75,18189.38,0,10.0345016,207.475448,971.6971369999999,1.796607335,0,1,1,0
1793,67,61039.69,0,8.247672688,230.105118,695.6222319,1.9216478469999998,0,1,0,1
1794,29,60671.21,2,13.82901227,177.48762,1716.011284,8.248755691,0,1,0,0
1795,26,21393.98,4,13.62442766,154.96176599999998,2811.648182,21.77701838,0,1,0,1
1796,38,31369.76,3,12.48448983,235.137219,2363.6047519999997,14.42671843,0,1,0,1
1797,20,37741.16,8,9.961483356,92.455141,2156.405261,16.11472911,0,1,0,0
1798,60,27353.22,2,12.65398405,162.45383,2586.0746719999997,22.89696344,0,1,1,1
1799,65,20872.03,1,6.672058888,207.609354,1241.3426470000002,9.273178876000001,0,1,0,1
1800,36,87308.01,1,9.246170832,182.497044,1062.905651,8.154668093,0,1,1,0
1801,79,37198.61,3,8.294166484,242.61063199999998,1713.7006820000001,7.775144827999999,1,1,1,1
1802,68,28837.52,1,12.17182137,107.48198899999998,700.6270933,2.932159225,0,1,0,0
1803,29,48675.51,3,4.5869841419999995,149.988989,1303.670531,10.25226518,0,1,1,0
1804,87,53420.34,4,8.120857113,147.478341,1119.209685,11.89492044,0,1,1,0
1805,34,26175.68,1,11.19592754,152.47417,1496.482536,8.210220142,0,1,0,0
1806,22,84232.11,0,10.2831545,179.96558100000001,985.6286855000001,8.884543585,0,1,1,0
1807,20,23660.7,5,11.64845286,220.132293,1329.24842,6.577676916000001,0,1,0,1
1808,33,45404.63,0,11.77757836,204.97968400000002,694.7582953,2.92969581,0,1,1,0
1809,75,5418.19,1,10.72904959,255.166453,1313.686109,8.013365588,0,1,1,1
1810,86,25428.86,3,12.20196178,150.02076399999999,529.9370637000001,1.84841935,0,1,1,0
1811,68,21087.24,0,9.024293001,179.947583,404.9361415,1.884992328,0,1,1,0
1812,60,36174.84,1,13.0338523,117.47203600000002,995.3392925,9.783296825,0,1,0,1
1813,25,21795.9,0,7.456656063,220.161527,1780.064534,12.70583343,0,1,1,1
1814,39,47285.08,0,13.734275899999998,152.51044199999998,1559.323963,9.705809585,0,1,1,0
1815,27,45429.68,0,9.929214278,157.48359399999998,1549.8028960000001,15.12645563,0,1,1,0
1816,25,12234.89,1,9.116878941,134.950905,790.6280343999999,7.1798935020000005,0,1,0,0
1817,44,46705.86,1,11.10048066,102.474625,1040.400476,9.984220981,0,1,0,0
1818,65,11523.97,0,5.953348075,137.48359399999998,847.1259508999999,3.024806192,0,1,1,0
1819,73,19534.42,2,7.519178592,184.97845800000002,1234.044483,10.27742832,1,1,0,0
1820,48,82629.53,1,9.816712399,169.974105,1333.179191,12.92578188,0,1,1,0
1821,39,28420.39,4,5.282356868,107.528648,1104.883551,9.585621689,0,1,0,0
1822,55,81413.71,1,4.698609875,124.964303,1222.291008,14.74280934,0,1,0,0
1823,71,69506.73,4,9.773871134,114.972827,1153.262724,12.54841227,0,1,0,0
1824,44,15944.32,3,9.724391204,129.948316,1048.9198310000002,3.999140345,1,1,0,1
1825,35,38328.57,1,8.082617212,204.96103300000001,661.2094379,1.251588197,0,1,1,0
1826,40,82560.95,3,7.495673471,200.165175,1711.6014510000002,12.16872039,0,1,0,1
1827,34,37667.37,0,8.337747682,262.610632,1214.05087,6.6244399110000005,0,1,1,1
1828,35,89752.5,4,8.940681932,262.610632,1253.5233779999999,5.643360294,1,1,1,1
1829,59,24958.97,1,9.170210546,220.132293,955.0519598,4.499945782,1,1,0,1
1830,73,51848.11,3,4.307800217,242.62805699999998,1187.692793,6.57513059,0,1,0,1
1831,88,32443.11,4,6.969585746,192.44043200000002,1367.183772,11.76797971,0,0,1,1
1832,34,76175.36,1,7.859430947999999,192.45674499999998,1398.114035,13.22141934,0,1,1,0
1833,67,24946.75,1,7.779697022000001,159.965008,461.44044060000004,1.9978332680000002,1,1,0,0
1834,51,86039.43,0,8.683074501,92.455141,798.4275184999999,3.787548072,0,1,0,0
1835,26,18620.79,4,4.989775216,149.974105,2245.475959,16.00167972,0,1,1,0
1836,45,19224.29,1,10.38217336,222.649979,1636.72261,11.34130832,0,1,0,1
1837,52,22433.84,0,14.16841333,265.12831800000004,1164.843819,5.2520738289999995,1,1,1,1
1838,25,27130.52,0,11.12796555,194.974431,1946.4500679999999,18.00704355,0,0,1,0
1839,60,39874.59,1,5.371697235,139.95684,1810.920999,18.29765062,0,1,0,1
1840,83,61265.29,9,11.98099579,95.019486,878.7051436,5.7558338870000005,0,0,0,0
1841,25,89524.54,0,10.8180306,129.976324,662.6103492999999,2.111376258,0,1,0,1
1842,58,13969.34,6,4.373591493999999,92.455141,1653.165932,12.24494477,0,1,0,0
1843,64,4109.01,0,10.40233023,120.004928,1549.605718,11.46566243,0,1,0,0
1844,74,93637.19,2,6.626472191,112.455141,868.5732588,9.858971643,1,1,0,0
1845,27,43133.76,3,11.60381433,187.656013,2171.802329,17.31776736,0,1,0,1
1846,51,45245.92,1,6.605688237000001,162.452604,946.1849642999999,6.811138597999999,0,1,0,1
1847,59,36034.73,0,13.54754868,147.442069,1294.790222,14.26734448,0,1,0,0
1848,78,11667.32,0,12.32023424,204.963371,509.1865112,1.360201959,1,1,1,1
1849,36,25598.66,2,16.60350748,157.48359399999998,1210.450532,11.59782994,0,0,1,0
1850,84,96624.28,0,7.865190806,190.12704,1483.41562,7.399248624,0,1,0,1
1851,42,36705.32,1,6.256478572000001,204.97968400000002,567.3209248,1.358818331,0,1,1,0
1852,75,68430.88,1,8.470105611000001,159.98300600000002,990.747598,10.5309984,0,1,0,0
1853,39,26838.3,0,9.556655457,187.642236,1329.3822630000002,9.630236452,0,1,0,1
1854,75,20768.72,0,9.957815194,204.949594,1862.8427940000001,19.79804917,0,1,1,1
1855,57,14032.23,3,10.45011354,112.455141,1446.505628,16.86058234,0,1,0,0
1856,35,30110.14,4,11.79012709,144.960655,1338.549194,13.40891729,1,1,1,0
1857,52,46272.07,3,10.93180592,220.132293,939.8765686,3.857491515,1,0,0,1
1858,66,39933.38,4,11.38646956,92.455141,1275.194778,8.703568707,0,1,0,0
1859,24,9964.37,0,8.334967001,242.65729100000001,2422.1173280000003,20.40555252,0,1,1,1
1860,23,25447.24,4,10.03692527,137.469817,922.4502594,1.747076331,0,0,1,0
1861,54,72841.97,0,7.65593436,127.48198899999998,2112.65313,24.02275725,1,1,0,0
1862,81,1441.97,4,11.28908676,127.47834099999999,1233.807825,8.006997906,0,1,1,0
1863,21,23134.96,3,5.772508536,147.471303,1034.6951199999999,6.563038653,0,1,1,0
1864,47,36250.96,1,7.732225597999999,169.967067,877.7050260999999,5.291754183,0,1,1,0
1865,47,15395.09,4,7.73492925,137.439154,1615.87994,15.18780416,0,1,0,1
1866,57,14379.3,2,13.60282892,114.972827,959.951483,10.38039309,0,1,0,0
1867,19,57776.5,6,12.79857643,149.977753,1639.902323,14.45556293,0,1,0,0
1868,52,57622.01,7,10.83103688,190.12704,1751.0200300000001,7.32906366,0,1,0,1
1869,84,19430.58,5,10.57996614,174.96176599999998,1173.562649,9.351000629,0,1,0,1
1870,80,42920.9,3,11.97456051,162.511928,1354.387011,10.86852566,1,1,1,0
1871,58,69004.81,3,12.23746964,104.962874,632.0815033,3.997019354,0,1,0,1
1872,61,13805.45,2,15.43208187,174.95811799999998,1054.384865,2.231526082,0,1,1,1
1873,47,1753.08,4,11.76568434,252.62402999999998,904.5789623,2.384942381,0,1,1,1
1874,55,55200.2,3,5.649781947999999,157.48359399999998,637.7315432,4.992706522,0,0,1,0
1875,89,4592.51,3,10.96531534,127.48872800000001,846.2276311,7.8270551489999995,0,1,0,0
1876,81,9582.53,1,12.34162424,275.119794,775.7502457,2.153167182,1,1,1,1
1877,81,21599.91,3,10.12925966,159.99424199999999,975.7615787000001,8.209710913,0,1,1,0
1878,43,80120.44,1,10.35620722,172.50340400000002,1042.502776,7.19812868,0,1,1,0
1879,84,67228.71,4,11.41693893,212.64145499999998,1621.058909,7.40216226,0,1,0,1
1880,57,18651.96,0,10.78909418,204.963371,1924.903884,18.37212028,0,1,1,1
1881,73,97463.9,2,7.197274799999999,169.992756,695.0510444,5.731198479,1,1,1,0
1882,37,14638.17,4,9.713763237,172.470522,1178.564131,2.497790261,0,1,1,0
1883,86,24371.34,0,5.46295328,162.48269399999998,504.80417130000006,2.745220008,0,1,0,0
1884,40,46974.79,0,7.633282055,124.97808,391.01066549999996,3.3866653280000003,0,1,0,0
1885,62,49939.39,3,6.398169662999999,207.49737,693.358004,3.0323213539999996,0,1,1,0
1886,69,10584.2,1,11.55394954,179.947583,497.4668116,2.678577227,0,1,1,0
1887,20,46984.61,1,10.130953199999999,139.95684,989.9918587000001,6.678176681,0,0,0,1
1888,86,48971.18,1,14.67533687,182.48326699999998,745.0467838999999,6.211504434,0,0,1,0
1889,82,7723.17,1,9.45902039,235.137219,2087.5439030000002,13.56958731,0,1,0,1
1890,49,72997.73,0,13.33271836,200.132293,1751.8484260000002,9.727742106,0,1,0,1
