,Age,Children,Income,Outage_sec_perweek,Phone_Yes,MonthlyCharge,Churn_Yes
2289,43,0,41398.21,12.62231,1,152.4579,0
2290,46,1,53245.7,12.515889999999999,0,194.9581,1
2291,26,1,7011.67,5.255272,1,162.4526,0
2292,47,0,19387.14,11.56658,1,160.0013,0
2293,86,5,18450.35,9.35093,1,114.9976,0
2294,26,3,113438.3,5.050186,1,159.9794,1
2295,32,0,34247.55,17.744020000000003,1,210.1051,1
2296,81,0,34411.96,13.68251,1,174.9581,0
2297,48,2,28861.44,11.95606,1,245.132,1
2298,43,2,31221.21,6.139202,1,265.147,1
2299,83,2,63900.46,11.6577,1,92.5018,0
2300,85,1,7514.44,10.25643,1,172.4555,0
2301,38,3,22570.85,11.96338,0,245.14700000000002,1
2302,67,0,1980.3,9.299708,1,202.4433,1
2303,55,1,50428.1,9.962708000000001,1,225.1457,1
2304,53,2,34994.57,7.963710000000001,1,194.9768,1
2305,52,3,63289.55,5.566561,1,104.9629,0
2306,63,3,55474.66,7.473832000000001,0,117.4872,0
2307,29,3,20821.39,11.2307,1,119.9568,1
2308,81,0,2991.27,9.700795,1,245.14700000000002,1
2309,82,1,22935.07,13.04796,1,179.9476,0
2310,83,0,46635.98,11.12455,1,242.6573,1
2311,68,1,54639.21,7.711119,1,160.0122,1
2312,53,3,11926.59,8.06957,1,257.6375,1
2313,49,3,46256.13,4.131287,1,154.9919,1
2314,33,0,56003.0,9.257301,0,207.4811,1
2315,49,1,6754.78,9.73327,1,134.9509,0
2316,43,6,38691.98,8.719019,1,124.9607,1
2317,69,4,14924.39,5.353483,1,167.4847,1
2318,19,2,18088.03,8.008225,1,187.65599999999998,1
2319,87,2,20648.53,5.099569,1,139.9792,0
2320,22,3,34628.88,10.37097,1,159.965,0
2321,70,1,54250.18,7.828963000000001,1,172.4871,0
2322,80,4,111971.9,9.527541000000001,1,149.9483,1
2323,60,3,34515.01,7.908108,1,257.6375,1
2324,58,0,9352.62,13.19755,1,104.9643,0
2325,32,1,27727.0,10.17344,1,132.5127,0
2326,40,1,26064.31,7.160613000000001,1,255.1198,1
2327,47,0,49233.98,9.267577000000001,1,207.6386,1
2328,73,2,12610.41,11.3134,1,197.6288,1
2329,40,4,37475.72,7.098739999999999,1,129.9915,1
2330,74,0,23302.39,10.02228,0,127.4738,0
2331,46,0,23511.45,13.6576,1,204.96099999999998,0
2332,60,1,59560.13,7.614453999999999,1,245.14700000000002,1
2333,56,1,25996.36,10.125760000000001,1,149.9928,0
2334,55,1,13814.44,11.57698,1,154.9919,0
2335,25,0,39681.63,4.06907,1,194.9768,1
2336,82,0,47185.23,14.561689999999999,1,217.484,1
2337,51,0,13564.03,16.228170000000002,1,107.5286,0
2338,30,0,15693.82,10.0764,1,117.5152,0
2339,83,1,137119.7,10.2213,1,162.4713,0
2340,63,2,37749.42,13.5599,1,159.9349,1
2341,71,0,24002.4,11.989180000000001,1,149.9776,1
2342,38,2,17758.1,9.409715,1,220.1323,1
2343,32,6,31534.3,16.88379,1,222.6792,1
2344,32,0,5365.64,14.063270000000001,1,172.4579,0
2345,40,2,10986.24,9.270527000000001,1,195.0062,0
2346,45,2,4280.65,12.80286,1,162.4526,0
2347,51,0,10684.8,11.174610000000001,1,152.4555,0
2348,30,1,40410.46,8.4836,1,139.9349,1
2349,42,5,47987.84,13.995379999999999,1,182.447,1
2350,75,4,59885.19,4.528985,1,184.9797,0
2351,82,4,60271.58,5.147124,1,197.4725,1
2352,64,10,143972.7,12.80754,1,265.147,1
2353,66,1,81586.06,9.204903999999999,1,159.9476,1
2354,55,0,34844.99,11.63888,0,157.4698,0
2355,86,2,143217.5,11.24506,1,139.965,0
2356,49,4,64697.57,9.326198,1,124.9935,0
2357,68,7,15053.56,15.65819,1,144.9607,0
2358,23,1,116086.2,11.980030000000001,1,172.4441,0
2359,50,2,49782.7,3.978796,1,147.5031,0
2360,53,3,134691.3,10.806280000000001,0,169.9378,0
2361,85,2,15715.88,10.22095,1,220.1185,1
2362,68,3,34688.33,7.732667999999999,0,127.48200000000001,0
2363,80,3,29367.86,10.450280000000001,1,164.9647,1
2364,27,1,23438.89,11.913,1,147.4713,1
2365,62,0,24908.78,12.46778,1,210.1518,1
2366,29,0,38009.71,6.9338690000000005,1,174.9699,1
2367,40,4,27403.44,11.58268,0,235.1591,1
2368,67,0,11720.58,10.40504,1,222.65,0
2369,66,2,49271.35,10.511460000000001,1,220.1149,1
2370,36,3,64284.53,6.063243,1,137.4698,1
2371,24,3,46676.42,15.921579999999999,0,242.6143,1
2372,89,3,9532.02,11.31675,1,192.4885,0
2373,89,4,14428.38,11.07048,1,172.4705,1
2374,32,0,90075.68,10.680489999999999,1,142.4713,1
2375,82,2,38069.49,15.77718,1,149.9483,0
2376,55,1,10263.33,15.33257,1,159.9942,0
2377,19,0,43839.96,15.85825,1,220.1149,1
2378,47,2,38886.05,13.56065,1,104.9643,1
2379,48,0,26524.78,9.395636,1,179.9794,1
2380,72,0,64719.02,13.960020000000002,1,127.4887,0
2381,67,1,31935.51,8.929747,1,129.9598,1
2382,57,3,47060.9,10.55112,1,137.4392,0
2383,84,0,23031.18,9.566251,1,147.5031,0
2384,72,2,7079.02,8.082,1,139.9349,0
2385,36,2,38883.92,14.67215,1,172.4567,1
2386,44,1,23066.29,12.205969999999999,1,114.9728,0
2387,65,8,30013.52,10.77215,1,204.9634,0
2388,58,1,37869.23,9.39907,0,107.48200000000001,0
2389,28,1,57329.53,8.079021000000001,1,172.4742,1
2390,37,2,8408.2,9.401819999999999,1,179.9656,0
2391,26,0,56488.39,9.726797999999999,1,255.1417,1
2392,67,1,30806.08,7.690569,1,114.9509,0
2393,30,3,12245.9,14.36615,1,225.1457,1
2394,20,1,77894.5,7.663075,0,162.497,0
2395,39,3,65472.96,10.4255,1,210.1051,1
2396,78,3,21708.36,10.181980000000001,0,190.1737,0
2397,79,2,5523.04,10.227269999999999,1,174.9755,0
2398,83,3,6377.91,6.152569000000001,1,200.1323,1
2399,83,0,31299.73,14.615829999999999,1,157.4836,0
2400,54,2,25584.35,9.807188,1,210.127,1
2401,34,0,56693.87,3.985414,1,117.4392,0
2402,76,1,24729.42,8.729509,1,129.9621,0
2403,59,3,7614.82,10.9733,1,187.65599999999998,1
2404,73,1,26231.41,10.31976,1,152.4798,0
2405,63,2,37853.52,8.783413000000001,1,192.4404,1
2406,64,7,58347.69,7.403382000000001,1,144.9607,0
2407,30,0,58912.81,6.51399,1,162.4818,0
2408,74,3,6703.29,11.45158,1,112.4844,0
2409,59,0,8549.54,9.461247,0,187.6094,1
2410,19,4,4200.47,6.214679,1,257.6513,1
2411,60,4,3850.53,8.608975,1,159.9794,0
2412,35,1,18575.29,10.31889,1,152.5022,0
2413,54,0,39012.26,6.566599000000001,1,159.9656,0
2414,70,1,27755.77,12.06638,1,230.1051,1
2415,68,1,98298.22,7.11372,1,114.9838,0
2416,23,0,32253.8,10.31167,1,127.4887,1
2417,23,2,47956.52,7.709204,1,275.1198,1
2418,72,0,35534.12,9.942905,1,184.9634,1
2419,50,0,46804.82,4.266815,1,152.4884,0
2420,31,2,57226.99,11.071110000000001,1,127.48200000000001,0
2421,43,3,34508.61,10.23565,0,194.9581,1
2422,18,10,43660.61,10.628960000000001,0,164.967,1
2423,25,1,8461.71,15.217720000000002,1,159.983,0
2424,65,2,15264.99,9.134223,1,127.4421,1
2425,61,2,78456.37,9.346821,1,237.6549,1
2426,87,0,26944.14,12.947289999999999,1,112.4551,0
2427,62,2,28435.83,9.41977,1,152.4555,0
2428,89,4,64651.67,7.3523380000000005,1,220.1149,0
2429,25,1,21196.66,9.520453,1,179.9476,1
2430,61,7,41959.76,11.16575,1,172.4567,1
2431,28,2,29743.38,14.772229999999999,1,139.9875,0
2432,76,1,62190.11,12.13147,1,159.9794,0
2433,34,1,27766.98,6.356240000000001,1,164.9647,1
2434,23,1,30756.71,11.07762,1,157.4836,0
2435,24,1,55663.41,9.871425,1,200.1185,1
2436,54,3,79846.9,9.358906,1,182.4538,1
2437,69,2,27643.15,13.133289999999999,1,242.6573,1
2438,80,2,44078.45,8.546853,1,139.965,1
2439,30,2,64027.82,8.71185,1,169.9447,1
2440,54,4,8996.2,9.355553,1,184.9785,0
2441,35,1,19510.49,11.4017,1,149.9776,1
2442,26,7,43467.62,10.48505,1,222.6281,1
2443,19,0,59419.82,13.838410000000001,1,222.6326,1
2444,73,1,35143.78,10.436819999999999,1,242.6106,1
2445,29,1,50968.3,10.39103,1,179.9476,0
2446,57,0,35587.78,13.52535,1,235.1372,1
2447,82,3,46121.72,10.10656,0,262.6106,1
2448,32,9,108839.1,9.945653,1,117.4872,0
2449,71,1,18975.18,12.361889999999999,1,204.9797,0
2450,22,6,53008.8,9.31867,1,92.5018,0
2451,26,4,76411.65,9.649624000000001,1,212.6695,1
2452,76,1,21542.79,6.551988,1,139.9349,1
2453,28,2,24072.56,8.991756,1,230.1051,0
2454,24,1,54215.89,13.0395,1,242.6143,1
2455,55,3,45830.71,11.341,1,162.497,0
2456,79,3,20415.05,11.15686,1,129.9483,1
2457,76,1,28911.98,14.29507,1,139.965,1
2458,55,0,32193.76,3.464197,1,182.4433,1
2459,73,3,22663.77,14.681579999999999,1,127.4601,0
2460,79,3,43925.68,10.67296,0,154.9755,1
2461,78,2,18521.02,11.91227,1,152.4579,0
2462,23,0,68335.57,9.589426,1,134.9509,0
2463,49,6,48414.97,12.9317,1,140.0013,0
2464,32,0,16170.08,7.935517999999999,1,112.4844,0
2465,41,0,58940.98,9.320977000000001,1,197.4702,1
2466,30,2,19498.34,16.12913,1,129.9621,0
2467,37,1,69988.77,13.15586,1,197.4702,0
2468,72,1,37908.68,6.985784,1,187.6094,1
2469,55,2,21594.91,11.18568,1,192.4404,1
2470,56,1,31529.9,8.554768,1,137.4684,0
2471,43,4,35706.95,14.264560000000001,1,139.9512,0
2472,57,3,25408.07,15.88055,1,152.5022,1
2473,74,4,29602.2,12.79546,1,194.9525,1
2474,83,4,37471.31,9.731762,1,174.9768,1
2475,43,1,5923.37,15.21575,1,192.4705,1
2476,52,0,30227.9,9.639330000000001,1,182.49,1
2477,54,0,108135.1,9.164653,1,149.9621,0
2478,74,1,75295.21,12.49263,1,217.484,1
2479,46,0,64898.06,9.779093,1,242.6281,1
2480,28,1,78472.21,14.547889999999999,1,132.466,1
2481,43,3,31294.84,13.015939999999999,1,147.4713,0
2482,20,4,33348.43,11.04209,1,117.4392,0
2483,64,1,53517.12,7.405469,1,202.4433,0
2484,87,4,58015.78,10.66838,1,140.0013,0
2485,32,0,90699.09,12.3917,1,162.4676,0
2486,84,1,76925.67,9.380891,1,142.4713,1
2487,88,0,27140.05,16.190379999999998,1,255.1198,1
2488,18,8,104480.4,18.44059,1,275.1336,0
2489,59,1,81491.12,8.669476,1,200.1185,1
2490,29,4,33192.8,9.237382,1,200.1652,1
2491,50,1,40719.95,10.91998,1,147.4738,1
2492,29,3,42866.35,10.99018,1,232.6415,1
2493,40,0,35939.16,7.095061,1,127.4601,0
2494,46,0,14709.22,9.490979,1,194.9581,1
2495,54,0,101534.0,6.548344,1,210.1051,1
2496,48,2,28100.13,7.891278999999999,1,179.9476,0
2497,62,5,55888.81,10.58295,1,154.9755,0
2498,85,2,24604.91,7.787876,1,182.447,0
2499,81,3,8137.46,13.143189999999999,1,222.6281,1
2500,60,1,36643.74,13.361839999999999,1,137.4686,0
2501,56,0,24503.85,6.4786529999999996,1,152.5104,0
2502,19,1,7332.51,14.06909,1,162.4713,0
2503,75,2,14741.19,7.832717999999999,0,169.9447,0
2504,82,4,51673.68,9.183616,1,162.4713,0
2505,66,7,29958.36,13.88216,1,162.4827,0
2506,36,1,33929.5,10.63565,0,182.4676,0
2507,26,1,5782.82,11.35287,1,119.9568,0
2508,77,1,62989.06,2.094319,1,162.447,0
2509,19,0,47245.51,10.42305,1,182.4833,0
2510,43,1,35261.47,9.83124,1,147.4601,0
2511,31,0,53116.06,8.183544,1,159.9349,1
2512,27,1,32014.25,4.649681,1,164.967,1
2513,40,4,18846.03,9.447787,1,194.9663,1
2514,36,2,26639.43,8.834633,1,240.1149,1
2515,64,3,17126.28,12.70547,0,160.0013,0
2516,80,0,31155.68,7.499758,1,242.6326,1
2517,41,0,17089.71,4.280086,1,200.1323,1
2518,32,1,67354.4,6.965078999999999,1,149.9447,1
2519,18,1,43415.81,11.16639,1,149.9776,0
2520,23,8,31697.79,13.54662,1,207.4754,1
2521,57,0,57549.87,10.34504,1,172.4705,0
2522,76,0,14876.32,8.80007,1,159.9656,1
2523,80,2,16419.87,13.257970000000002,1,232.6707,1
2524,47,0,21028.18,14.10578,1,255.1555,1
2525,22,0,901.21,12.381269999999999,1,179.9656,0
2526,74,0,71373.4,12.51035,1,252.62400000000002,1
2527,30,0,90664.75,11.05354,1,112.4551,0
2528,33,1,23553.75,8.263688,1,184.9785,0
2529,67,3,25340.62,7.603034,0,142.4689,1
2530,70,1,38566.88,7.062036,1,255.1336,1
2531,84,4,55179.21,6.529096,1,190.1737,1
2532,39,6,39328.19,12.72846,0,220.1323,1
2533,53,2,27800.88,13.85374,1,79.97886,0
2534,74,8,20773.28,8.067406,1,162.447,1
2535,73,4,62362.09,8.889321,1,137.4392,1
2536,42,0,34835.04,7.255194,1,147.4421,0
2537,64,2,23000.55,5.6162,1,184.9853,1
2538,55,0,13683.98,9.842896000000001,1,104.9629,0
2539,48,1,20236.81,12.154580000000001,1,179.9656,0
2540,24,0,40019.17,8.978709,1,127.4738,0
2541,62,2,28664.45,5.071108000000001,1,149.9378,1
2542,74,0,22793.73,11.98305,1,207.4811,0
2543,54,0,20985.69,8.552086,1,245.132,1
2544,62,0,10072.69,12.96774,1,182.497,0
2545,62,2,20613.16,6.252401,1,132.466,1
2546,18,2,56002.38,5.707982,1,172.4579,0
2547,42,2,24372.17,8.613955,1,242.6573,1
2548,67,1,59010.69,12.67157,1,242.6326,1
2549,51,1,46199.89,10.45992,1,147.4783,0
2550,23,3,17306.82,6.847776,1,172.4733,0
2551,52,1,8257.65,13.93304,1,155.0084,0
2552,63,1,45016.56,10.94745,1,222.6143,1
2553,61,0,50375.2,11.40109,1,232.6415,1
2554,88,2,111592.0,9.241887,1,202.6829,1
2555,54,0,37928.26,6.726035,0,222.6792,1
2556,27,4,40826.44,7.683895,1,147.4421,0
2557,49,0,25770.44,10.45012,1,137.4698,0
2558,46,3,49535.29,13.56355,1,199.9902,1
2559,35,4,14113.73,10.599089999999999,1,152.4952,0
2560,58,0,63348.18,7.353978,0,172.4705,1
2561,30,0,17104.77,8.738173,1,139.9861,1
2562,67,3,23481.88,6.923674,1,184.9647,0
2563,35,0,20613.38,10.66687,1,167.4564,0
2564,79,1,142650.5,2.820841,1,245.1283,1
2565,87,1,17100.24,9.040639,0,127.4887,0
2566,55,1,31492.57,6.754503,1,230.1051,1
2567,54,1,12652.67,8.249497999999999,1,139.9568,0
2568,72,4,19685.04,15.8001,1,174.9768,1
2569,81,4,65315.4,9.956429,1,137.4686,0
2570,63,0,42613.78,11.105369999999999,1,162.4833,0
2571,28,0,8414.55,18.77915,1,179.9476,0
2572,18,0,4397.39,11.2971,1,182.447,0
2573,73,0,27105.8,7.5269960000000005,1,167.4564,1
2574,76,4,20552.64,11.71667,1,139.9792,0
2575,20,3,12188.82,8.063233,1,152.466,0
2576,61,4,24625.37,10.06942,1,162.4676,1
2577,61,3,7418.73,8.417611,0,277.6513,1
2578,85,6,25696.67,7.655763,1,194.9663,1
2579,48,1,26594.83,8.578558000000001,1,162.447,0
2580,82,2,24431.39,9.044468,1,174.9768,1
2581,24,0,67833.88,10.84353,1,142.5007,0
2582,59,4,39258.2,12.23081,1,194.9744,0
2583,55,0,51872.86,10.35484,1,217.4702,1
2584,54,0,41212.98,11.749080000000001,1,202.6362,1
2585,82,4,38585.6,12.38931,1,167.4564,0
2586,42,10,20896.26,8.884262,1,207.4974,1
2587,41,0,60239.95,6.304689,1,162.4827,0
2588,34,1,47017.43,12.82818,1,124.9781,0
2589,34,1,11250.31,10.42511,1,240.1149,1
2590,81,0,70435.61,12.17307,1,149.9447,1
2591,53,2,12861.54,9.308406,1,139.9875,0
2592,88,2,40879.22,10.82274,1,112.4551,0
2593,23,4,44462.77,13.03399,1,104.9643,0
2594,67,1,31614.26,14.64439,1,175.1331,1
2595,21,1,40895.64,11.065010000000001,0,92.5018,0
2596,68,0,20306.89,9.811647,1,162.4937,1
2597,44,0,61478.9,13.918579999999999,1,139.965,1
2598,47,1,81376.2,9.650519000000001,0,159.9656,0
2599,58,6,46435.57,13.58247,1,140.0049,0
2600,75,5,40402.71,6.1364279999999995,1,159.9794,0
2601,26,0,11476.29,9.656317999999999,1,82.49655,0
2602,30,2,9336.09,14.274239999999999,1,207.4754,1
2603,53,2,28954.2,7.9423580000000005,1,159.9349,0
2604,29,0,32952.41,9.749545,1,202.65,1
2605,88,0,71113.67,11.261280000000001,1,124.9781,0
2606,42,0,46183.09,8.650145,1,252.6378,1
2607,51,0,90253.73,10.964310000000001,1,162.447,1
2608,68,4,57292.08,9.906298,1,124.9607,0
2609,46,2,42550.92,9.513517,1,277.6375,1
2610,89,0,38411.45,8.846501,1,232.6378,1
2611,30,1,51136.82,4.7913879999999995,1,140.0049,0
2612,56,0,17595.76,5.549034,1,159.9512,0
2613,31,0,31609.92,8.776267,1,220.1478,1
2614,81,2,61843.65,7.89302,1,182.4762,1
2615,48,4,5952.44,8.355446,1,107.5286,0
2616,41,1,54507.42,6.322552,1,255.1417,1
2617,87,4,62656.2,9.916894000000001,1,129.9621,0
2618,61,2,41577.62,10.1125,1,139.9349,0
2619,76,8,27520.03,10.02298,1,202.65,1
2620,82,2,24128.19,10.53533,1,162.4937,1
2621,65,1,40835.59,8.848664999999999,1,172.4705,0
2622,40,3,21334.55,8.568261,1,162.4982,0
2623,33,2,27065.94,10.79675,1,162.5005,0
2624,55,5,47950.33,11.705860000000001,1,147.4421,1
2625,29,0,36470.53,4.254491000000001,1,114.9728,0
2626,82,1,36598.52,10.762739999999999,1,165.0182,1
2627,56,3,20980.42,9.720452,1,275.1336,1
2628,76,3,6315.61,7.590769,0,255.1555,0
2629,80,4,6074.44,10.997,1,162.4713,1
2630,74,2,36966.64,8.401275,1,187.65599999999998,1
2631,18,4,18377.18,13.420370000000002,1,137.4872,0
2632,63,4,128114.3,9.466427000000001,1,217.4702,1
2633,30,0,21200.76,13.4046,1,127.5112,0
2634,23,0,47958.56,10.475589999999999,1,149.9913,1
2635,81,0,30462.45,10.7882,1,164.967,1
2636,76,2,20382.46,9.545722999999999,1,197.484,1
2637,29,0,41658.22,12.06193,1,137.4836,0
2638,88,0,35311.08,11.88241,1,184.9647,0
2639,18,2,9961.23,16.08459,0,124.9781,0
2640,82,0,43867.04,9.438856,1,222.6143,1
2641,88,4,6742.39,10.33351,1,139.9816,0
2642,63,4,39377.62,8.983350999999999,1,142.5007,0
2643,43,4,77380.28,10.7808,1,240.1149,1
2644,86,0,40628.46,12.11645,1,164.9889,1
2645,23,5,29680.81,8.997143,1,194.9768,1
2646,18,1,35023.76,6.5303059999999995,1,137.4686,0
2647,21,3,14527.8,9.976783,1,220.1185,1
2648,45,3,38936.96,10.54543,1,182.4676,0
2649,20,10,30767.83,11.6043,1,179.9476,0
2650,59,0,27832.64,9.824765,1,134.9509,0
2651,54,3,44711.74,11.79632,1,107.4806,1
2652,67,0,7004.93,6.914264,1,172.4885,1
2653,63,10,18129.29,12.06529,1,149.9621,0
2654,46,0,6843.81,11.13605,1,162.447,0
2655,32,1,49271.78,13.31371,1,245.14700000000002,1
2656,38,1,52374.17,12.83511,1,252.6378,0
2657,20,0,39603.42,10.196639999999999,1,159.9875,1
2658,25,6,138555.9,13.313260000000001,1,142.4827,1
2659,71,2,20246.17,9.072517999999999,1,184.9853,1
2660,41,3,18373.26,6.015014,1,147.4421,0
2661,64,3,35087.57,4.641244,1,210.138,0
2662,56,1,31246.25,8.943512,1,132.4798,0
2663,84,6,4566.8,12.25739,1,159.9942,1
2664,55,3,77277.55,13.779129999999999,1,184.9647,0
2665,21,9,33765.05,7.328353,1,182.49,1
2666,77,1,15205.14,15.127720000000002,1,255.1665,1
2667,38,1,32982.82,14.325520000000001,1,127.4421,0
2668,40,3,13139.33,9.181711,0,179.9794,0
2669,58,1,48293.12,11.58885,1,202.65,1
2670,56,1,83923.73,11.80835,1,119.9897,1
2671,55,2,10487.07,9.235800999999999,0,252.62400000000002,1
2672,45,0,25280.79,12.03055,1,127.4421,0
2673,22,2,58622.05,7.701753999999999,1,182.4433,0
2674,20,1,28051.07,11.13448,1,195.0062,0
2675,50,3,70321.71,12.99114,1,187.4847,1
2676,63,2,16538.08,11.55503,1,139.9678,0
2677,34,0,27290.36,10.26872,1,159.9512,0
2678,83,1,60280.07,5.547264,1,132.466,0
2679,62,2,21987.29,12.339369999999999,1,127.4586,1
2680,60,4,23624.9,9.360451,1,149.9483,0
2681,18,0,46431.14,5.2721849999999995,1,194.9663,0
2682,19,2,58988.72,12.18282,0,154.9618,0
2683,25,5,67537.98,10.68361,1,120.0035,0
2684,35,1,4480.29,7.043900999999999,0,127.4421,0
2685,55,0,57944.08,4.652367,0,172.4555,0
2686,25,4,80674.2,11.83935,1,220.1615,1
2687,66,2,67090.95,16.16998,1,147.4783,0
2688,82,0,22420.64,9.097873,0,79.97886,0
2689,23,1,75633.41,12.41174,1,164.9785,1
2690,42,1,18944.96,11.64528,1,172.4579,1
2691,66,0,8840.8,8.721081,1,257.6549,1
2692,86,0,40316.05,15.35399,1,184.967,0
2693,73,1,29693.07,12.20093,1,147.4601,0
2694,43,0,18677.06,5.5668809999999995,1,117.47200000000001,0
2695,83,1,18549.91,15.319289999999999,1,240.1149,0
2696,72,0,50263.94,10.2098,1,174.9882,1
2697,38,1,18967.02,8.659247,1,217.484,1
2698,76,3,57675.63,12.84399,1,184.9797,1
2699,79,1,40279.05,10.19629,1,169.9741,0
2700,38,4,33868.71,14.474470000000002,1,129.9763,1
2701,51,1,48969.64,9.289829,1,147.4421,1
2702,68,4,22041.71,10.00097,0,149.9598,1
2703,65,3,25491.07,17.44685,1,192.4705,1
2704,77,2,23705.5,10.812389999999999,1,152.4579,1
2705,39,0,16680.61,4.06556,1,182.4653,1
2706,73,0,108960.7,8.92923,1,159.9656,1
2707,51,4,18347.2,11.309989999999999,1,220.1615,1
2708,78,3,41305.01,10.98554,1,182.49,1
2709,66,0,66284.45,10.44775,1,105.01100000000001,0
2710,38,3,68024.79,6.654657,1,232.6415,1
2711,47,1,53148.58,10.27957,1,104.9629,1
2712,53,5,20473.21,16.845470000000002,1,152.509,1
2713,59,1,11132.31,6.652103,1,194.9663,1
2714,20,2,42461.74,14.62764,1,165.0113,0
2715,38,5,18437.44,9.653367,1,174.9755,0
2716,81,2,30615.01,12.1002,0,169.9378,0
2717,43,1,52633.73,12.480830000000001,1,172.4733,0
2718,37,1,22641.64,8.90737,1,207.4811,1
2719,30,3,19713.67,11.38017,1,182.49,1
2720,19,0,34970.28,7.131124000000001,1,162.4653,0
2721,82,0,19437.76,12.94698,1,124.9643,0
2722,31,2,23901.05,9.31691,1,172.4871,0
2723,30,4,23089.13,12.33102,1,159.965,1
2724,37,5,45251.32,9.532535000000001,0,245.1612,1
2725,84,0,52581.07,8.855708,1,194.9744,1
2726,64,2,38850.73,11.92649,1,255.1336,1
2727,53,0,23117.3,5.942798000000001,1,117.4872,0
2728,54,0,5676.28,7.427575,1,265.1283,1
2729,35,2,56144.7,9.093452000000001,1,127.5067,0
2730,25,2,34476.83,13.641110000000001,1,137.4684,0
2731,49,5,39968.02,11.86197,0,139.9678,0
2732,55,1,33541.35,8.884712,1,192.4885,0
2733,64,3,23584.78,7.88571,1,199.9902,0
2734,76,5,23841.62,13.207089999999999,1,147.4421,0
2735,84,1,7858.21,10.3891,1,104.9629,1
2736,63,4,30262.99,6.228557,0,210.127,0
2737,51,3,31246.64,11.28384,1,207.6094,0
2738,74,1,23454.98,5.371834,1,232.6228,1
2739,76,1,28125.61,6.185,0,197.4945,1
2740,72,2,20465.98,10.10886,1,127.475,1
2741,81,1,22540.94,5.269672,1,127.4421,1
2742,60,0,21497.29,12.15104,1,252.6378,1
2743,24,1,24700.6,6.162241000000001,1,152.466,0
2744,45,3,20319.77,9.217962,0,232.6415,1
2745,64,1,46273.12,12.10772,1,132.466,1
2746,72,2,34257.36,11.78093,1,204.9634,0
2747,28,4,49166.12,8.227196000000001,1,210.1518,1
2748,27,1,34162.04,5.57327,1,230.1051,0
2749,60,0,66664.82,3.27964,1,267.6647,1
2750,77,1,40411.35,3.059459,1,222.65,1
2751,18,4,70844.17,9.367555,1,169.9447,1
2752,53,1,105396.3,14.48109,1,242.6143,1
2753,81,0,58049.87,12.01958,1,172.4624,0
2754,21,2,32423.61,12.7185,1,162.4653,0
2755,37,0,115440.4,6.796317999999999,1,149.9447,1
2756,21,1,9534.08,5.7379690000000005,1,149.9915,0
2757,45,0,16895.6,7.618887,1,172.4705,1
2758,50,1,23624.66,11.26555,1,204.9797,1
2759,30,0,41221.83,9.505342,1,157.4698,0
2760,48,6,13332.2,8.304309,1,157.4698,1
2761,61,3,27065.38,4.823366,1,217.4725,0
2762,33,1,175137.3,12.01856,1,207.6386,1
2763,87,4,34193.65,10.67666,1,147.4564,1
2764,29,4,23676.96,8.343598,1,149.9915,1
2765,34,1,5189.69,8.630403,1,179.9476,0
2766,47,1,17430.05,10.3229,1,192.4567,1
2767,52,1,80678.93,4.509935,1,172.4579,1
2768,46,0,31249.18,5.959998000000001,1,232.65200000000002,1
2769,82,2,35453.68,10.90456,1,119.9568,0
2770,73,3,25946.0,11.44963,0,92.45514,0
2771,75,1,35334.17,11.17062,1,197.4702,1
2772,50,3,15826.38,7.365589,1,169.9741,0
2773,22,4,21603.64,11.35748,1,164.9853,0
2774,74,0,51354.08,9.635516,1,169.9378,0
2775,83,1,17993.91,13.45991,1,172.4567,0
2776,33,2,25776.46,9.79011,1,182.4433,1
2777,87,0,18914.81,9.22053,1,127.4783,0
2778,36,0,63735.08,8.63279,1,120.0035,0
2779,32,1,82308.64,11.48109,1,137.4684,0
2780,33,1,9120.65,9.850349000000001,1,124.9935,0
2781,89,4,27485.23,6.257899,1,184.967,0
2782,86,3,73686.44,10.45045,1,139.983,1
2783,88,2,58508.34,9.21677,1,210.138,0
2784,50,1,45196.73,10.301160000000001,1,172.4579,0
2785,47,0,50520.8,11.91801,1,227.4754,1
2786,78,10,29765.16,9.662081,1,132.466,0
2787,59,1,18670.89,7.1549830000000005,1,127.4601,0
2788,49,1,38764.7,8.73353,1,102.4746,0
2789,79,3,52141.38,4.984535,1,139.9979,0
2790,56,2,62480.22,9.818035,1,152.4441,1
2791,27,8,12031.44,7.290000999999999,1,267.6647,1
2792,83,2,51380.67,12.22851,1,172.4555,0
2793,82,3,29305.72,11.64795,1,159.9875,0
2794,52,0,8716.91,10.37839,1,182.447,1
2795,66,1,9423.78,7.319997,1,130.0064,1
2796,82,3,131511.8,9.457995,1,172.4885,1
2797,83,0,9396.05,12.55328,1,139.9678,0
2798,19,0,16764.77,15.71715,1,149.9741,0
2799,34,4,17263.54,4.945596,1,265.147,1
2800,76,2,61325.92,10.5802,0,117.4392,1
2801,50,0,21098.34,10.42441,1,127.4887,1
2802,36,0,108914.2,12.10189,1,242.6281,0
2803,26,0,32202.44,14.08029,1,202.6362,1
2804,20,4,68517.92,10.35591,1,200.1185,1
2805,56,2,71588.69,12.471260000000001,0,210.127,1
2806,50,3,47120.5,12.24189,1,124.9781,0
2807,37,2,14745.74,13.155729999999998,0,149.9928,1
2808,57,2,30535.24,10.150319999999999,1,124.9935,0
2809,34,0,10092.3,8.528837,0,119.9897,1
